strategy,window,trade_no,true_alpha,q25_alpha_estimate,median_alpha_estimate,q75_alpha_estimate,median_spread
full-history,0,195,0.40000000000000002,0.15742624081962683,0.21389130525481959,0.26821566885337411,0.0050256746151404741
full-history,0,196,0.40000000000000002,0.16199156645000695,0.2182989849191683,0.2615993377951642,0.0039935446456809132
full-history,0,197,0.40000000000000002,0.15564417459845736,0.22263896563724087,0.26546283701353379,0.0031608295113443319
full-history,0,198,0.40000000000000002,0.16015916701707381,0.21592108361416157,0.26926602720987114,0.0041628941036861988
full-history,0,199,0.40000000000000002,0.16469400153328401,0.22024062822466431,0.27301141005581842,0.0033014891907470201
full-history,0,200,0.40000000000000002,0.16923620791303109,0.21903969994577688,0.26654972777049013,0.0034716222601929303
rolling-20,20,0,0.050000000000000003,0.2583333333333333,0.2583333333333333,0.2583333333333333,5.1666666666666714
rolling-20,20,1,0.050000000000000003,0.25833333333333341,0.25833333333333341,0.25833333333333341,4.7310186951545177
rolling-20,20,2,0.050000000000000003,0.24320789352914185,0.27090805036245702,0.27090805036245702,3.9343918449893636
rolling-20,20,3,0.050000000000000003,0.24320789352914179,0.24320789352914179,0.29061377734247473,4.4895084901014712
rolling-20,20,4,0.050000000000000003,0.22912513378355545,0.25512127581843302,0.25512127581843314,3.8096561639652435
rolling-20,20,5,0.050000000000000003,0.22912513378355542,0.22912513378355542,0.27417735282917588,4.2606225029293512
rolling-20,20,6,0.050000000000000003,0.21615196601301037,0.24027580158910944,0.24027580158910947,3.6810793313311905
rolling-20,20,7,0.050000000000000003,0.21615196601301034,0.21615196601301037,0.25845658812156269,4.0462886317001079
rolling-20,20,8,0.050000000000000003,0.20430368843350336,0.22648324652843221,0.2800036465940024,3.5517538393112602
rolling-20,20,9,0.050000000000000003,0.20430368843350338,0.2436279175133016,0.2436279175133016,2.9636480811703052
rolling-20,20,10,0.050000000000000003,0.21379778168114918,0.21379778168114921,0.26439626212925643,3.4243366030582649
rolling-20,20,11,0.050000000000000003,0.1935548491938803,0.22980868883362077,0.28639331667868828,2.9110645670694169
rolling-20,20,12,0.050000000000000003,0.20222493023458188,0.20222493023458188,0.24959734954306539,3.3009324968615203
rolling-20,20,13,0.050000000000000003,0.18385069932424997,0.21706035829999465,0.27101211342751541,2.8519171893289865
rolling-20,20,14,0.050000000000000003,0.19173252838912955,0.19173252838912955,0.23573370390790885,3.1830676409856409
rolling-20,20,15,0.050000000000000003,0.17511772639481615,0.20539628396315843,0.2563459631394952,2.7887412761874657
rolling-20,20,16,0.050000000000000003,0.18226188118144745,0.18226188118144748,0.27747332937301705,3.0717292610305549
rolling-20,20,17,0.050000000000000003,0.16727243125496477,0.19479189448676829,0.2425278936380359,2.723676155850498
rolling-20,20,18,0.050000000000000003,0.17373778643363136,0.21105946127861841,0.26304318084228012,2.3403787323176317
rolling-20,20,19,0.050000000000000003,0.16022806149931182,0.1851953184502842,0.22964168543854518,2.6584222292683677
rolling-20,20,20,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,21,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,22,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,23,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,24,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,25,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,26,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,27,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,28,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,29,0.050000000000000003,0.16607673836201675,0.16607673836201678,0.24937334761182739,2.8703807632122391
rolling-20,20,30,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,31,0.050000000000000003,0.16607673836201675,0.16607673836201678,0.24937334761182739,2.8703807632122391
rolling-20,20,32,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,33,0.050000000000000003,0.16607673836201675,0.16607673836201678,0.24937334761182739,2.8703807632122391
rolling-20,20,34,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,35,0.050000000000000003,0.16607673836201675,0.16607673836201678,0.24937334761182739,2.8703807632122391
rolling-20,20,36,0.050000000000000003,0.16607673836201675,0.16607673836201678,0.20026360167566959,2.8703807632122391
rolling-20,20,37,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,38,0.050000000000000003,0.16607673836201675,0.16607673836201678,0.24937334761182739,2.8703807632122391
rolling-20,20,39,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,40,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,41,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,42,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,43,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,44,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,45,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,46,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,47,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,48,0.050000000000000003,0.16607673836201675,0.16607673836201678,0.24937334761182739,2.8703807632122391
rolling-20,20,49,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,50,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,51,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,52,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,53,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
rolling-20,20,54,0.050000000000000003,0.16607673836201675,0.20026360167566953,0.24937334761182739,2.3124966283162962
